org_id,organization_name,industry,company_size,employees,system_id,system_name,system_type,age_years,operating_system,authentication_method,primary_protocol,has_api,supports_mfa,encryption_standard,session_based_auth,continuous_auth_capable,zta_compatibility_score,integration_difficulty,system_criticality,replacement_cost_usd,active_users,avg_auth_frequency_hours,lateral_movement_risk,vendor_support_available,compliance_requirements,network_segmentation,logging_capability,patch_frequency_months,integration_approach_recommended,days_since_last_incident,auth_failures_per_day,avg_session_duration_minutes,privileged_accounts_count
ORG093,International Telecom Corp,Telecom,Large,2640,SYS093,LegacyClient-Server72,Client-Server,10,Red Hat Linux 5,Kerberos,Telnet,No,No,AES-128,Yes,No,9.38,Low,High,4853365,920,19.47,Low,Yes,ISO 27001,Advanced,Comprehensive,7,Identity Proxy,829,13,292,48
ORG094,Global Insurance Group,Insurance,Large,4525,SYS094,LegacyMainframe49,Mainframe,27,Windows XP,Password-only,SSH,No,No,SSL 2.0,Yes,No,1.0,Very High,High,6637627,630,16.66,Critical,Yes,None,None,Basic,7,Replacement Required,176,259,122,51
ORG095,Delta Insurance Corp,Insurance,Enterprise,34740,SYS095,LegacyFileServer5,File Server,6,Red Hat Linux 5,LDAP,FTP,No,No,AES-256,Yes,No,9.25,Low,Low,650910,2093,23.66,Low,Yes,ISO 27001,Basic,Comprehensive,13,Identity Proxy,618,34,207,67
ORG096,Alpha Energy Inc,Energy,Large,9670,SYS096,LegacyMainframe65,Mainframe,22,AS/400,Password-only,FTP,No,No,SSL 2.0,Yes,No,1.73,Very High,Medium,3137449,599,11.92,Critical,Yes,ISO 27001,None,Basic,13,Replacement Required,306,161,416,53
ORG097,National Government Group,Government,Medium,1999,SYS097,LegacyDesktopApplication90,Desktop Application,19,Red Hat Linux 5,NTLM,LDAP,No,No,3DES,Yes,No,4.64,High,Medium,2533649,253,12.4,High,Yes,ISO 27001,Basic,Moderate,7,Identity Proxy,206,46,373,12
ORG098,Prime Energy Corp,Energy,Medium,1115,SYS098,LegacyFileServer69,File Server,7,Windows Server 2012,Kerberos,SSH,Yes,Yes,AES-128,Yes,No,10.0,Low,Medium,1336740,385,16.48,Low,Yes,ISO 27001,Advanced,Comprehensive,12,API Gateway,703,46,70,36
ORG099,Delta Retail Systems,Retail,Small,243,SYS099,LegacyMainframe31,Mainframe,17,Windows Server 2008,Password-only,JDBC,No,No,3DES,Yes,No,4.29,High,Low,1837284,48,23.31,High,Yes,None,Basic,Basic,9,Identity Proxy,275,174,386,3
ORG100,Gamma Telecom Corp,Telecom,Medium,1080,SYS100,LegacyFileServer34,File Server,12,Oracle Linux 6,LDAP,LDAP,No,No,AES-128,Yes,No,8.03,Low,High,2613592,469,15.51,Low,Yes,ISO 27001,Advanced,Comprehensive,16,Identity Proxy,788,7,318,41
ORG101,United Telecom Inc,Telecom,Enterprise,47955,SYS101,LegacyFileServer70,File Server,9,Red Hat Linux 5,Kerberos,SMB,No,No,AES-256,Yes,No,9.67,Low,High,4645624,4805,13.4,Low,Yes,ISO 27001,Basic,Comprehensive,11,Identity Proxy,725,15,101,372
ORG102,United Banking Corp,Banking,Large,8874,SYS102,LegacyClient-Server1,Client-Server,20,Windows Server 2003,NTLM,RDP,No,No,3DES,Yes,No,4.02,High,Critical,18864336,809,8.15,High,No,SOX,Basic,Basic,33,Identity Proxy,356,47,345,75
ORG103,Beta Telecom Group,Telecom,Large,2098,SYS103,LegacyMainframe52,Mainframe,23,UNIX AIX,Local Accounts,HTTP,No,No,SSL 2.0,Yes,No,2.96,Very High,Medium,2687974,719,22.69,Critical,Yes,None,None,None,22,Replacement Required,159,27,166,60
ORG104,International Insurance Systems,Insurance,Large,7712,SYS104,LegacyLegacyDatabase35,Legacy Database,9,Windows Server 2008,Active Directory,FTP,Yes,No,AES-128,Yes,No,10.0,Low,Critical,6058547,1939,10.74,Low,Yes,ISO 27001,Basic,Comprehensive,5,API Gateway,462,38,51,74
ORG105,Beta Banking Solutions,Banking,Enterprise,28375,SYS105,LegacyMainframe96,Mainframe,20,Red Hat Linux 5,NTLM,SSH,No,No,SSL 2.0,Yes,No,2.62,Very High,Medium,2617643,2315,12.79,Critical,Yes,PCI-DSS,None,Moderate,23,Replacement Required,199,29,416,183
ORG106,Gamma Education Systems,Education,Small,273,SYS106,LegacyLegacyDatabase92,Legacy Database,6,Oracle Linux 6,Certificate-based,SMB,No,No,AES-128,Yes,No,9.98,Low,High,5547439,58,14.91,Low,Yes,GDPR,Basic,Moderate,15,Identity Proxy,617,50,67,1
ORG107,International Manufacturing Group,Manufacturing,Large,4595,SYS107,LegacyDesktopApplication50,Desktop Application,11,Windows Server 2008,Active Directory,LDAP,No,No,AES-128,Yes,No,8.05,Low,High,2655774,678,11.0,Low,Yes,ISO 27001,Basic,Moderate,6,Identity Proxy,456,27,313,18
ORG108,Beta Banking Group,Banking,Medium,1295,SYS108,LegacyClient-Server33,Client-Server,18,Windows Server 2008,Password-only,JDBC,No,No,3DES,Yes,No,4.37,High,Critical,11311711,254,12.29,High,Yes,PCI-DSS,Basic,Basic,4,Identity Proxy,171,265,183,14
ORG109,Prime Retail Solutions,Retail,Large,6062,SYS109,LegacyLegacyDatabase89,Legacy Database,12,Windows Server 2008,Kerberos,LDAP,No,No,TLS 1.1,Yes,No,6.9,Medium,High,4801274,1278,20.87,Medium,Yes,ISO 27001,Basic,Comprehensive,16,Identity Proxy,805,46,334,39
ORG110,Alpha Retail Systems,Retail,Large,3456,SYS110,LegacyFileServer91,File Server,10,Oracle Linux 6,Certificate-based,ODBC,No,No,TLS 1.1,Yes,No,6.32,Medium,High,5296163,1304,13.84,Medium,Yes,GDPR,Basic,Moderate,24,Identity Proxy,923,16,379,106
ORG111,Prime Retail Solutions,Retail,Medium,1097,SYS111,LegacyClient-Server77,Client-Server,16,Oracle Linux 6,NTLM,LDAP,No,No,3DES,Yes,No,4.17,High,Critical,13698909,293,9.18,High,No,GDPR,Basic,Moderate,32,Identity Proxy,289,49,244,18
ORG112,National Healthcare Inc,Healthcare,Small,177,SYS112,LegacyDesktopApplication45,Desktop Application,12,Windows Server 2008,Certificate-based,SMB,No,No,AES-128,Yes,No,7.21,Low,Critical,9924560,75,19.95,Low,Yes,GDPR,Advanced,Comprehensive,3,Identity Proxy,765,34,425,5
ORG113,Prime Banking Corp,Banking,Large,4421,SYS113,LegacyFileServer87,File Server,6,Windows Server 2008,Kerberos,SMB,Yes,No,TLS 1.1,Yes,No,10.0,Low,Critical,7237842,1397,19.55,Low,Yes,SOX,Basic,Moderate,3,API Gateway,410,50,88,30
ORG114,Global Manufacturing Corp,Manufacturing,Enterprise,25986,SYS114,LegacyMonolithicWebApp91,Monolithic Web App,13,Red Hat Linux 5,LDAP,JDBC,No,No,AES-128,Yes,No,8.58,Low,High,3998892,4579,10.95,Low,Yes,GDPR,Basic,Comprehensive,6,Identity Proxy,993,17,260,308
ORG115,United Retail Solutions,Retail,Medium,1942,SYS115,LegacyClient-Server23,Client-Server,19,Windows Server 2003,Password-only,Telnet,No,No,TLS 1.0,Yes,No,3.32,High,High,4000389,443,21.8,High,No,GDPR,None,Moderate,33,Network Overlay,330,108,208,21
ORG116,Gamma Government Solutions,Government,Enterprise,48678,SYS116,LegacyClient-Server22,Client-Server,20,Windows Server 2008,LDAP,FTP,No,No,3DES,Yes,No,2.94,Very High,Critical,18633934,2579,16.17,Critical,No,FISMA,None,Moderate,30,Replacement Required,125,36,355,162
ORG117,Delta Insurance Group,Insurance,Medium,884,SYS117,LegacyDesktopApplication5,Desktop Application,17,Windows Server 2003,LDAP,HTTP,No,No,TLS 1.0,Yes,No,3.61,High,Low,1897215,358,18.45,High,No,GDPR,None,Moderate,30,Network Overlay,280,15,72,23
ORG118,Delta Government Group,Government,Medium,1092,SYS118,LegacyMonolithicWebApp5,Monolithic Web App,12,Windows Server 2012,Active Directory,ODBC,No,No,TLS 1.1,Yes,No,5.54,Medium,Medium,1784682,377,21.16,Medium,Yes,FISMA,Basic,Comprehensive,23,Identity Proxy,588,32,82,29
ORG119,Omega Insurance Group,Insurance,Medium,679,SYS119,LegacyERPSystem74,ERP System,6,Red Hat Linux 5,Kerberos,ODBC,Yes,Yes,AES-256,Yes,No,10.0,Low,Critical,7935975,205,21.02,Low,Yes,None,Basic,Comprehensive,5,API Gateway,916,15,195,20
ORG120,Global Government Systems,Government,Enterprise,43713,SYS120,LegacyClient-Server10,Client-Server,12,Windows Server 2012,Active Directory,LDAP,No,No,AES-256,Yes,No,7.25,Low,Low,1315451,2599,19.38,Low,Yes,FISMA,Basic,Comprehensive,10,Identity Proxy,956,45,167,182
ORG121,Omega Healthcare Group,Healthcare,Medium,1070,SYS121,LegacyDesktopApplication71,Desktop Application,17,Oracle Linux 6,LDAP,ODBC,No,No,3DES,Yes,No,5.07,Medium,Medium,1997666,474,23.55,Medium,No,HIPAA,Basic,Moderate,27,Identity Proxy,804,18,283,19
ORG122,Omega Transportation Corp,Transportation,Small,486,SYS122,LegacyERPSystem84,ERP System,10,Windows Server 2008,Active Directory,FTP,No,No,AES-256,Yes,No,9.23,Low,High,2521088,30,15.06,Low,Yes,None,Basic,Moderate,10,Identity Proxy,1030,24,111,2
ORG123,Global Education Inc,Education,Medium,1262,SYS123,LegacyMonolithicWebApp62,Monolithic Web App,5,Windows Server 2012,LDAP,SSH,Yes,No,TLS 1.1,Yes,No,9.34,Low,High,2056583,403,11.62,Low,Yes,GDPR,Basic,Moderate,6,API Gateway,1077,26,448,11
ORG124,United Healthcare Group,Healthcare,Medium,683,SYS124,LegacyClient-Server93,Client-Server,11,Oracle Linux 6,LDAP,LDAP,No,No,TLS 1.1,Yes,No,6.1,Medium,Medium,1439613,428,23.89,Medium,Yes,HIPAA,Basic,Moderate,22,Identity Proxy,941,5,342,30
ORG125,National Retail Solutions,Retail,Large,3241,SYS125,LegacyFileServer77,File Server,14,Windows Server 2012,Kerberos,FTP,No,No,TLS 1.1,Yes,No,4.61,High,Critical,18647521,1286,13.62,High,Yes,ISO 27001,Basic,Comprehensive,2,Identity Proxy,156,22,360,34
ORG126,National Transportation Corp,Transportation,Medium,1915,SYS126,LegacyMainframe47,Mainframe,24,AS/400,None,ODBC,No,No,SSL 2.0,No,No,1.38,Very High,High,6110232,127,136.87,Critical,Yes,ISO 27001,None,Basic,9,Replacement Required,153,305,356,8
ORG127,Global Education Corp,Education,Small,490,SYS127,LegacyFileServer82,File Server,10,Red Hat Linux 5,Certificate-based,FTP,No,No,TLS 1.1,Yes,No,6.84,Medium,Critical,9619565,15,22.76,Medium,Yes,ISO 27001,Basic,Comprehensive,6,Identity Proxy,1094,37,422,1
ORG128,Global Telecom Corp,Telecom,Large,3251,SYS128,LegacyEmbeddedSystem59,Embedded System,17,Red Hat Linux 5,NTLM,JDBC,No,No,3DES,Yes,No,5.28,Medium,Critical,12181960,1300,17.38,Medium,Yes,ISO 27001,Basic,Moderate,6,Identity Proxy,609,8,155,34
ORG129,Omega Transportation Solutions,Transportation,Large,4534,SYS129,LegacyMonolithicWebApp81,Monolithic Web App,6,Windows Server 2008,Kerberos,HTTP,No,Yes,AES-256,Yes,No,10.0,Low,Low,717960,841,13.95,Low,Yes,GDPR,Basic,Moderate,6,Identity Proxy,708,32,169,52
ORG130,Global Healthcare Inc,Healthcare,Large,6185,SYS130,LegacyDesktopApplication23,Desktop Application,10,Windows Server 2012,Kerberos,SMB,No,No,TLS 1.1,Yes,No,6.18,Medium,Critical,15628650,1880,19.56,Medium,Yes,HIPAA,Basic,Moderate,1,Identity Proxy,377,20,53,108
ORG131,Omega Banking Group,Banking,Large,9488,SYS131,LegacyFileServer42,File Server,8,Oracle Linux 6,Kerberos,RDP,Yes,No,AES-128,Yes,No,10.0,Low,Critical,12054683,744,16.03,Low,Yes,PCI-DSS,Advanced,Moderate,5,API Gateway,412,30,65,67
ORG132,Prime Healthcare Corp,Healthcare,Large,2066,SYS132,LegacyDesktopApplication43,Desktop Application,13,Oracle Linux 6,LDAP,ODBC,No,No,TLS 1.1,Yes,No,5.59,Medium,High,4369304,900,19.72,Medium,Yes,GDPR,Basic,Moderate,10,Identity Proxy,371,31,42,34
ORG133,National Banking Inc,Banking,Large,5083,SYS133,LegacyEmbeddedSystem82,Embedded System,18,Windows Server 2008,Password-only,SSH,No,No,TLS 1.0,Yes,No,3.98,High,Critical,9188630,1957,12.48,High,Yes,PCI-DSS,None,Moderate,6,Network Overlay,264,432,73,130
ORG134,International Energy Corp,Energy,Small,340,SYS134,LegacyMainframe20,Mainframe,28,AS/400,Password-only,LDAP,No,No,DES,Yes,No,1.7,Very High,Low,2953010,99,21.31,Critical,No,ISO 27001,None,Basic,28,Replacement Required,149,88,133,3
ORG135,Prime Healthcare Systems,Healthcare,Medium,1455,SYS135,LegacyDesktopApplication66,Desktop Application,16,Windows Server 2003,Password-only,SMB,No,No,3DES,Yes,No,4.57,High,Critical,20902277,161,9.45,High,No,GDPR,Basic,Basic,27,Identity Proxy,197,125,76,12
ORG136,Beta Banking Solutions,Banking,Large,4132,SYS136,LegacyMonolithicWebApp76,Monolithic Web App,5,Windows Server 2012,Certificate-based,JDBC,Yes,No,AES-128,Yes,No,10.0,Low,High,2009411,524,8.99,Low,Yes,PCI-DSS,Advanced,Moderate,18,API Gateway,746,48,352,49
ORG137,Global Government Inc,Government,Enterprise,14915,SYS137,LegacyMainframe46,Mainframe,17,Windows Server 2008,Password-only,SOAP,No,No,3DES,Yes,No,3.52,High,Low,1836913,2501,8.68,High,No,FISMA,None,Basic,33,Network Overlay,232,304,45,126
ORG138,National Retail Inc,Retail,Enterprise,28022,SYS138,LegacyEmbeddedSystem81,Embedded System,29,AS/400,Password-only,ODBC,No,No,SSL 2.0,Yes,No,1.23,Very High,Medium,3623125,3687,22.12,Critical,No,None,None,None,28,Replacement Required,226,120,244,132
ORG139,Delta Telecom Group,Telecom,Large,5134,SYS139,LegacyDesktopApplication69,Desktop Application,17,Oracle Linux 6,LDAP,ODBC,No,No,SSL 2.0,Yes,No,3.98,High,High,2809316,1153,17.55,High,Yes,ISO 27001,None,Basic,21,Network Overlay,329,19,111,32
ORG140,Delta Banking Systems,Banking,Large,9765,SYS140,LegacyLegacyDatabase70,Legacy Database,14,Windows Server 2012,LDAP,Telnet,No,No,TLS 1.1,Yes,No,4.81,High,Critical,18783348,1928,13.74,High,Yes,PCI-DSS,Basic,Moderate,6,Identity Proxy,210,41,318,60
ORG141,Gamma Government Corp,Government,Medium,578,SYS141,LegacyClient-Server68,Client-Server,10,Red Hat Linux 5,Kerberos,HTTP,No,No,AES-256,Yes,No,8.62,Low,High,4575867,203,20.9,Low,Yes,ISO 27001,Advanced,Comprehensive,7,Identity Proxy,387,14,330,15
ORG142,International Education Group,Education,Enterprise,34484,SYS142,LegacyFileServer29,File Server,14,Windows Server 2008,LDAP,LDAP,No,No,AES-128,Yes,No,6.61,Medium,Critical,13729435,4618,23.37,Medium,Yes,GDPR,Basic,Comprehensive,2,Identity Proxy,1089,40,385,421
ORG143,Beta Transportation Inc,Transportation,Enterprise,34798,SYS143,LegacyEmbeddedSystem45,Embedded System,24,AS/400,Password-only,HTTP,No,No,SSL 2.0,Yes,No,2.9,Very High,High,6633096,4324,8.52,Critical,No,GDPR,None,None,34,Replacement Required,319,103,284,135
ORG144,Prime Education Solutions,Education,Medium,682,SYS144,LegacyDesktopApplication49,Desktop Application,17,Windows Server 2003,LDAP,SSH,No,No,3DES,Yes,No,4.72,High,High,6001001,155,19.53,High,Yes,ISO 27001,Basic,Moderate,19,Identity Proxy,115,31,282,14
ORG145,Global Healthcare Inc,Healthcare,Enterprise,47884,SYS145,LegacyLegacyDatabase78,Legacy Database,7,Windows Server 2012,Active Directory,HTTP,No,No,TLS 1.1,Yes,No,6.82,Medium,Critical,11999138,2659,19.71,Medium,Yes,GDPR,Basic,Moderate,3,Identity Proxy,973,44,277,203
ORG146,Alpha Energy Systems,Energy,Medium,708,SYS146,LegacyDesktopApplication12,Desktop Application,13,Red Hat Linux 5,Certificate-based,JDBC,No,No,AES-256,Yes,No,8.52,Low,Medium,2192687,244,12.76,Low,Yes,None,Advanced,Comprehensive,24,Identity Proxy,927,36,108,5
ORG147,Global Government Group,Government,Enterprise,49336,SYS147,LegacyERPSystem24,ERP System,8,Windows Server 2008,Active Directory,SSH,No,No,AES-128,Yes,No,10.0,Low,High,2284479,3263,20.56,Low,Yes,ISO 27001,Basic,Comprehensive,8,Identity Proxy,1022,39,228,113
ORG148,United Insurance Solutions,Insurance,Small,275,SYS148,LegacyERPSystem31,ERP System,9,Red Hat Linux 5,LDAP,ODBC,No,No,AES-256,Yes,No,9.33,Low,Critical,11667862,79,14.62,Low,Yes,GDPR,Advanced,Moderate,4,Identity Proxy,900,31,304,5
ORG149,Beta Insurance Corp,Insurance,Medium,1309,SYS149,LegacyMainframe50,Mainframe,19,Windows Server 2003,LDAP,Telnet,No,No,3DES,Yes,No,4.61,High,Low,1983078,121,14.77,High,No,None,Basic,Basic,33,Identity Proxy,162,25,402,11
ORG150,Omega Telecom Systems,Telecom,Medium,1168,SYS150,LegacyEmbeddedSystem84,Embedded System,29,IBM z/OS,None,ODBC,No,No,SSL 2.0,No,No,1.05,Very High,High,5638297,176,45.34,Critical,Yes,None,None,None,15,Replacement Required,304,500,206,15
ORG151,Omega Insurance Group,Insurance,Large,5876,SYS151,LegacyMainframe36,Mainframe,20,Red Hat Linux 5,LDAP,Telnet,No,No,SSL 2.0,Yes,No,3.55,High,Medium,2240666,1310,22.23,High,No,GDPR,None,Basic,24,Network Overlay,167,28,40,61
ORG152,Global Insurance Inc,Insurance,Enterprise,16437,SYS152,LegacyLegacyDatabase68,Legacy Database,7,Oracle Linux 6,Certificate-based,SMB,No,No,AES-256,Yes,No,8.85,Low,High,5531214,3667,19.86,Low,Yes,GDPR,Basic,Moderate,22,Identity Proxy,527,9,189,281
ORG153,United Transportation Solutions,Transportation,Small,148,SYS153,LegacyLegacyDatabase71,Legacy Database,5,Red Hat Linux 5,Active Directory,SOAP,No,No,TLS 1.1,Yes,No,7.88,Low,Low,682415,60,18.17,Low,Yes,None,Advanced,Moderate,17,Identity Proxy,865,43,258,2
ORG154,Alpha Education Systems,Education,Medium,1030,SYS154,LegacyClient-Server17,Client-Server,14,Windows Server 2008,Certificate-based,HTTP,No,No,TLS 1.1,Yes,No,6.04,Medium,Medium,1824729,213,18.36,Medium,Yes,GDPR,Basic,Moderate,14,Identity Proxy,1032,31,292,4
ORG155,National Manufacturing Solutions,Manufacturing,Large,2070,SYS155,LegacyLegacyDatabase78,Legacy Database,9,Oracle Linux 6,LDAP,RDP,Yes,No,AES-128,Yes,No,10.0,Low,High,3167288,1886,16.33,Low,Yes,GDPR,Basic,Moderate,6,API Gateway,888,47,461,164
ORG156,United Government Group,Government,Medium,722,SYS156,LegacyERPSystem34,ERP System,6,Oracle Linux 6,LDAP,SMB,Yes,No,AES-256,Yes,No,10.0,Low,Medium,997509,176,16.28,Low,Yes,FISMA,Advanced,Comprehensive,16,API Gateway,1062,13,399,3
ORG157,Prime Energy Corp,Energy,Medium,573,SYS157,LegacyLegacyDatabase29,Legacy Database,10,Red Hat Linux 5,Certificate-based,SMB,No,No,AES-256,Yes,No,8.27,Low,Critical,17032943,385,10.9,Low,Yes,None,Basic,Moderate,6,Identity Proxy,629,40,420,35
ORG158,National Education Group,Education,Medium,1129,SYS158,LegacyFileServer53,File Server,10,Oracle Linux 6,LDAP,ODBC,No,No,AES-128,Yes,No,8.59,Low,Critical,6900549,424,17.34,Low,Yes,GDPR,Advanced,Comprehensive,2,Identity Proxy,877,12,474,31
ORG159,Gamma Banking Solutions,Banking,Enterprise,19882,SYS159,LegacyMonolithicWebApp98,Monolithic Web App,8,Oracle Linux 6,Certificate-based,ODBC,Yes,No,AES-128,Yes,No,10.0,Low,Medium,1189117,2331,15.8,Low,Yes,PCI-DSS,Advanced,Comprehensive,7,API Gateway,369,33,170,85
ORG160,Delta Manufacturing Inc,Manufacturing,Large,8256,SYS160,LegacyClient-Server89,Client-Server,12,Windows Server 2012,Certificate-based,RDP,No,No,AES-128,Yes,No,8.93,Low,High,2358231,1593,11.19,Low,Yes,ISO 27001,Advanced,Comprehensive,22,Identity Proxy,560,6,376,32
ORG161,Gamma Education Systems,Education,Medium,711,SYS161,LegacyFileServer3,File Server,13,Oracle Linux 6,Kerberos,FTP,No,No,TLS 1.1,Yes,No,5.26,Medium,High,5352748,366,17.54,Medium,Yes,ISO 27001,Basic,Comprehensive,10,Identity Proxy,715,36,213,29
ORG162,Beta Retail Solutions,Retail,Medium,769,SYS162,LegacyLegacyDatabase33,Legacy Database,5,Red Hat Linux 5,Active Directory,SMB,Yes,Yes,AES-128,Yes,No,10.0,Low,High,3742834,419,8.78,Low,Yes,None,Advanced,Moderate,7,API Gateway,1071,12,243,23
ORG163,International Insurance Inc,Insurance,Large,3684,SYS163,LegacyMainframe34,Mainframe,24,Solaris 10,None,FTP,No,No,SSL 2.0,No,No,2.04,Very High,Medium,3334764,780,84.31,Critical,Yes,GDPR,None,None,15,Replacement Required,88,451,84,46
ORG164,Beta Telecom Group,Telecom,Enterprise,33457,SYS164,LegacyFileServer83,File Server,9,Red Hat Linux 5,Active Directory,JDBC,Yes,No,TLS 1.1,Yes,No,9.38,Low,High,2883586,2011,8.2,Low,Yes,None,Advanced,Comprehensive,10,API Gateway,457,37,68,156
ORG165,Prime Retail Systems,Retail,Large,4426,SYS165,LegacyEmbeddedSystem80,Embedded System,29,IBM z/OS,Password-only,Telnet,No,No,None,Yes,No,1.7,Very High,High,6738564,1140,14.82,Critical,Yes,None,None,None,6,Replacement Required,100,389,361,38
ORG166,International Government Systems,Government,Enterprise,16092,SYS166,LegacyDesktopApplication73,Desktop Application,15,Red Hat Linux 5,Active Directory,RDP,No,No,AES-128,Yes,No,7.92,Low,High,4117808,4825,21.61,Low,No,FISMA,Advanced,Moderate,35,Identity Proxy,425,15,83,257
ORG167,International Insurance Inc,Insurance,Medium,1278,SYS167,LegacyDesktopApplication86,Desktop Application,19,Windows Server 2003,Password-only,Telnet,No,No,TLS 1.0,Yes,No,4.51,High,Critical,13800204,325,8.74,High,No,GDPR,Basic,Moderate,24,Identity Proxy,298,442,410,21
ORG168,United Education Group,Education,Large,7639,SYS168,LegacyClient-Server31,Client-Server,16,Windows Server 2008,LDAP,SMB,No,No,SSL 2.0,Yes,No,5.02,Medium,High,6119159,1643,22.27,Medium,Yes,None,Basic,Basic,22,Identity Proxy,845,36,475,54
ORG169,Global Education Corp,Education,Enterprise,13300,SYS169,LegacyLegacyDatabase72,Legacy Database,13,Windows Server 2012,Certificate-based,SSH,No,No,TLS 1.1,Yes,No,5.58,Medium,Low,1467466,2360,21.71,Medium,Yes,ISO 27001,Basic,Comprehensive,9,Identity Proxy,874,46,39,66
ORG170,Alpha Telecom Group,Telecom,Small,96,SYS170,LegacyEmbeddedSystem46,Embedded System,21,Solaris 10,Local Accounts,SMB,No,No,None,Yes,No,3.63,High,Low,2237024,81,20.28,High,No,GDPR,None,Basic,35,Network Overlay,88,11,418,5
ORG171,Global Government Corp,Government,Large,5063,SYS171,LegacyClient-Server82,Client-Server,10,Red Hat Linux 5,Certificate-based,Telnet,No,No,AES-256,Yes,No,9.15,Low,High,3066566,1751,11.13,Low,Yes,FISMA,Basic,Moderate,20,Identity Proxy,560,50,203,50
ORG172,Prime Transportation Solutions,Transportation,Small,280,SYS172,LegacyERPSystem50,ERP System,15,Red Hat Linux 5,Certificate-based,HTTP,No,No,AES-256,Yes,No,7.47,Low,Medium,2153834,84,15.73,Low,Yes,GDPR,Advanced,Moderate,9,Identity Proxy,761,47,337,5
ORG173,Prime Energy Inc,Energy,Enterprise,26269,SYS173,LegacyEmbeddedSystem91,Embedded System,27,Windows XP,Local Accounts,SOAP,No,No,None,Yes,No,1.0,Very High,Medium,3684782,4098,12.78,Critical,No,GDPR,None,None,27,Replacement Required,137,44,395,177
ORG174,Delta Manufacturing Group,Manufacturing,Large,7688,SYS174,LegacyDesktopApplication97,Desktop Application,11,Oracle Linux 6,Certificate-based,ODBC,No,No,AES-256,Yes,No,9.22,Low,Medium,2006995,1593,12.57,Low,Yes,ISO 27001,Advanced,Moderate,6,Identity Proxy,755,14,57,117
ORG175,Global Manufacturing Systems,Manufacturing,Enterprise,26421,SYS175,LegacyMonolithicWebApp54,Monolithic Web App,5,Oracle Linux 6,Kerberos,JDBC,No,Yes,TLS 1.1,Yes,No,10.0,Low,Medium,1289179,2918,19.88,Low,Yes,GDPR,Basic,Moderate,22,Identity Proxy,1077,23,384,213
ORG176,Gamma Education Solutions,Education,Enterprise,13526,SYS176,LegacyMainframe16,Mainframe,23,AS/400,None,SOAP,No,No,None,No,No,3.16,High,Medium,3179091,3506,132.74,High,Yes,GDPR,None,None,15,Network Overlay,120,399,68,122
ORG177,Beta Energy Group,Energy,Small,192,SYS177,LegacyEmbeddedSystem68,Embedded System,19,Windows Server 2008,Password-only,LDAP,No,No,3DES,Yes,No,3.33,High,Medium,2262325,15,10.46,High,No,GDPR,None,Basic,36,Network Overlay,281,454,323,1
ORG178,Prime Retail Systems,Retail,Enterprise,44119,SYS178,LegacyClient-Server31,Client-Server,18,Windows Server 2008,LDAP,JDBC,No,No,SSL 2.0,Yes,No,3.81,High,High,6505234,2873,18.61,High,No,ISO 27001,None,Moderate,27,Network Overlay,317,46,34,83
ORG179,National Transportation Corp,Transportation,Enterprise,25980,SYS179,LegacyMainframe13,Mainframe,25,Solaris 10,Password-only,RDP,No,No,DES,Yes,No,1.75,Very High,High,7322419,4117,21.15,Critical,No,GDPR,None,Basic,31,Replacement Required,52,201,363,145
ORG180,Alpha Manufacturing Corp,Manufacturing,Enterprise,45257,SYS180,LegacyMainframe10,Mainframe,17,Windows Server 2008,Password-only,SSH,No,No,SSL 2.0,Yes,No,4.18,High,Critical,15722018,4878,22.06,High,No,GDPR,Basic,Basic,35,Identity Proxy,108,62,265,377
ORG181,Prime Banking Solutions,Banking,Medium,1016,SYS181,LegacyClient-Server14,Client-Server,19,Windows Server 2008,LDAP,RDP,No,No,TLS 1.0,Yes,No,3.57,High,Critical,12208382,108,14.23,High,Yes,PCI-DSS,None,Basic,6,Identity Proxy,329,7,388,9
ORG182,Alpha Government Solutions,Government,Large,4469,SYS182,LegacyClient-Server72,Client-Server,14,Windows Server 2012,Certificate-based,RDP,No,No,AES-256,Yes,No,6.39,Medium,Critical,10088734,779,19.95,Medium,Yes,ISO 27001,Basic,Moderate,3,Identity Proxy,1058,46,221,75
ORG183,Beta Manufacturing Inc,Manufacturing,Small,52,SYS183,LegacyFileServer86,File Server,13,Windows Server 2008,LDAP,SSH,No,No,AES-256,Yes,No,8.15,Low,Medium,1722022,62,22.49,Low,Yes,GDPR,Advanced,Moderate,11,Identity Proxy,591,44,457,2
ORG184,International Transportation Group,Transportation,Enterprise,45970,SYS184,LegacyERPSystem89,ERP System,15,Windows Server 2008,LDAP,FTP,No,No,AES-128,Yes,No,6.2,Medium,Medium,2210856,3355,13.71,Medium,Yes,None,Basic,Comprehensive,8,Identity Proxy,563,25,278,188
ORG185,United Transportation Solutions,Transportation,Medium,1661,SYS185,LegacyDesktopApplication14,Desktop Application,15,Windows Server 2012,Kerberos,HTTP,No,No,AES-128,Yes,No,6.49,Medium,High,5603014,428,14.98,Medium,No,None,Basic,Comprehensive,31,Identity Proxy,838,33,213,35
ORG186,National Manufacturing Systems,Manufacturing,Large,2672,SYS186,LegacyEmbeddedSystem84,Embedded System,19,Windows Server 2008,LDAP,FTP,No,No,SSL 2.0,Yes,No,2.82,Very High,Critical,15409040,1793,8.5,Critical,No,GDPR,None,Basic,24,Replacement Required,312,21,308,164
